borough_y,sale_price,yearbuilt,lotarea,bldgarea,resarea,comarea,unitsres,unitstotal,numfloors,latitude,longitude,landuse,bldgclass,building_age
BX,518258,1955.0,2149.0,1530.0,1530.0,0.0,2.0,2.0,2.0,40.838823,-73.8223982,1.0,B3,70.0
BK,838000,1933.0,25000.0,32940.0,0.0,32940.0,0.0,1.0,1.0,40.631951,-73.9769855,5.0,O5,92.0
BX,1330000,1960.0,6750.0,4278.0,3565.0,0.0,2.0,2.0,2.5,40.8394048,-73.8171165,1.0,B1,65.0
BX,915000,1960.0,4561.0,2192.0,2192.0,0.0,2.0,2.0,2.0,40.8407254,-73.8190537,1.0,B3,65.0
BX,985000,1935.0,5500.0,1408.0,1408.0,0.0,2.0,2.0,1.67,40.8411601,-73.81975,1.0,B3,90.0
BX,975000,1958.0,5500.0,3792.0,2886.0,0.0,2.0,2.0,1.75,40.8411357,-73.8199272,1.0,B1,67.0
QN,1025000,1905.0,4000.0,1636.0,1636.0,0.0,2.0,2.0,2.5,40.7569634,-73.8116218,1.0,B3,120.0
BX,889000,1930.0,5017.0,1640.0,1292.0,0.0,2.0,2.0,2.0,40.8411155,-73.8210729,1.0,B3,95.0
BX,1200000,1960.0,6960.0,2180.0,2180.0,0.0,2.0,2.0,2.0,40.8423116,-73.8206613,1.0,B1,65.0
BX,840000,1925.0,3087.0,2232.0,1488.0,0.0,2.0,2.0,2.0,40.8429385,-73.8249533,1.0,B1,100.0
BX,740000,1970.0,3960.0,1980.0,1980.0,0.0,2.0,2.0,2.0,40.844012,-73.8233855,1.0,B1,55.0
BX,689500,1935.0,5070.0,1600.0,1600.0,0.0,2.0,2.0,1.75,40.8464876,-73.8232994,1.0,B2,90.0
BX,1070000,1960.0,2500.0,3000.0,2000.0,0.0,2.0,2.0,2.0,40.8448551,-73.8219267,1.0,B1,65.0
BX,800000,1925.0,3750.0,2635.0,1683.0,0.0,2.0,2.0,1.67,40.8453047,-73.8215351,1.0,B2,100.0
BX,1205000,1989.0,4215.0,2268.0,2268.0,0.0,2.0,2.0,2.0,40.8475996,-73.8217928,1.0,B3,36.0
BX,920000,1940.0,2500.0,1120.0,1120.0,0.0,2.0,2.0,2.0,40.846912,-73.8208585,1.0,B3,85.0
BX,998000,1960.0,2700.0,3234.0,2156.0,0.0,2.0,2.0,2.0,40.8427005,-73.820147,1.0,B1,65.0
BX,850000,1960.0,4000.0,2148.0,1159.0,0.0,2.0,2.0,1.0,40.8430789,-73.818169,1.0,B1,65.0
QN,980000,1970.0,3000.0,2887.0,2100.0,0.0,2.0,2.0,2.0,40.7581739,-73.8083444,1.0,B1,55.0
BX,540000,1915.0,2500.0,1641.0,0.0,0.0,2.0,2.0,1.75,40.845578,-73.819026,1.0,B3,110.0
BX,850000,1915.0,2500.0,1641.0,0.0,0.0,2.0,2.0,1.75,40.845578,-73.819026,1.0,B3,110.0
QN,1150000,1955.0,3000.0,2112.0,2112.0,0.0,2.0,2.0,2.0,40.7571769,-73.8079033,1.0,B1,70.0
BK,612000,1933.0,2004.0,2160.0,1080.0,1080.0,1.0,2.0,2.0,40.6320299,-73.9737934,4.0,S1,92.0
BX,700000,1940.0,5000.0,2194.0,1072.0,0.0,2.0,2.0,1.0,40.8467361,-73.8189506,1.0,B1,85.0
BK,1200000,1930.0,12465.0,21600.0,21600.0,0.0,31.0,31.0,4.0,40.6325813,-73.9726223,2.0,C1,95.0
BX,1460000,2002.0,4328.0,3430.0,3030.0,0.0,2.0,2.0,3.0,40.8461761,-73.8154136,1.0,B1,23.0
BX,740000,1925.0,893.0,1520.0,1520.0,0.0,2.0,2.0,2.0,40.8347363,-73.820754,1.0,B3,100.0
BX,650000,1925.0,670.0,1140.0,1140.0,0.0,2.0,2.0,2.0,40.8346512,-73.8207181,1.0,B1,100.0
BX,650000,1925.0,682.0,1140.0,1140.0,0.0,2.0,2.0,2.0,40.8345715,-73.8206858,1.0,B1,100.0
QN,650000,1930.0,2000.0,1520.0,1520.0,0.0,1.0,1.0,2.0,40.7519735,-73.8066551,1.0,A5,95.0
BX,650000,1925.0,674.0,1140.0,1140.0,0.0,2.0,2.0,2.0,40.8346127,-73.8207037,1.0,B1,100.0
BX,1050000,1915.0,4738.0,1735.0,1735.0,0.0,2.0,2.0,2.5,40.8345372,-73.8198149,1.0,B3,110.0
BX,1250000,1975.0,3184.0,4150.0,3292.0,0.0,2.0,2.0,3.0,40.8328475,-73.8204483,1.0,B1,50.0
BX,1200000,1975.0,3980.0,4316.0,3112.0,0.0,2.0,2.0,3.0,40.8330287,-73.8205201,1.0,B1,50.0
BX,825000,1950.0,1840.0,1813.0,1260.0,0.0,2.0,2.0,2.0,40.8344457,-73.8192045,1.0,B1,75.0
BX,1200000,2004.0,2670.0,2356.0,2356.0,0.0,2.0,2.0,2.0,40.8331241,-73.8183155,1.0,B1,21.0
BX,800000,1955.0,2727.0,1816.0,1816.0,0.0,2.0,2.0,2.0,40.8322465,-73.8187515,1.0,B3,70.0
BX,1382000,2003.0,5000.0,3622.0,3622.0,0.0,2.0,2.0,3.0,40.8317232,-73.8176472,1.0,B1,22.0
BX,1735550,2003.0,14781.0,3324.0,3324.0,0.0,2.0,2.0,2.0,40.8326123,-73.8157548,1.0,B2,22.0
BX,815000,1920.0,3742.0,1906.0,1906.0,0.0,2.0,2.0,2.0,40.8271094,-73.8159579,1.0,B1,105.0
SI,685000,1925.0,14000.0,1748.0,1748.0,0.0,1.0,1.0,2.0,40.5395204,-74.1657935,1.0,A1,100.0
BX,1500000,1965.0,5358.0,3435.0,2748.0,0.0,3.0,3.0,2.0,40.8440809,-73.8235841,2.0,C0,60.0
BX,980000,1960.0,3279.0,2662.0,1936.0,0.0,3.0,3.0,2.0,40.8470797,-73.8227773,2.0,C0,65.0
BX,1050000,1930.0,5000.0,3580.0,2480.0,0.0,3.0,3.0,2.5,40.8277775,-73.814966,2.0,C0,95.0
QN,260000,1910.0,4000.0,1885.0,1885.0,0.0,1.0,1.0,2.5,40.7574873,-73.8114037,1.0,A1,115.0
QN,273000,1910.0,4000.0,1885.0,1885.0,0.0,1.0,1.0,2.5,40.7574873,-73.8114037,1.0,A1,115.0
QN,225000,1910.0,4000.0,1885.0,1885.0,0.0,1.0,1.0,2.5,40.7574873,-73.8114037,1.0,A1,115.0
QN,240000,1910.0,4000.0,1885.0,1885.0,0.0,1.0,1.0,2.5,40.7574873,-73.8114037,1.0,A1,115.0
BX,660000,1927.0,7500.0,1380.0,0.0,1380.0,0.0,1.0,1.0,40.8460202,-73.8209621,5.0,K1,98.0
BX,675000,1910.0,1750.0,1210.0,1210.0,0.0,1.0,1.0,2.0,40.8405875,-73.8876601,1.0,A1,115.0
BX,807000,1985.0,6800.0,2700.0,1350.0,0.0,1.0,1.0,1.0,40.8348177,-73.8929604,1.0,A2,40.0
BX,950000,1997.0,2373.0,2397.0,2397.0,0.0,2.0,2.0,3.0,40.8411152,-73.8884073,1.0,B2,28.0
BX,925000,1997.0,2316.0,2340.0,2340.0,0.0,2.0,2.0,3.0,40.8410822,-73.8883532,1.0,B2,28.0
BX,925000,1997.0,2316.0,2340.0,2340.0,0.0,2.0,2.0,3.0,40.8410465,-73.8882918,1.0,B2,28.0
BX,1050000,1997.0,4078.0,2397.0,2397.0,0.0,2.0,2.0,3.0,40.8409915,-73.8882196,1.0,B2,28.0
BX,810000,1997.0,1945.0,2301.0,2301.0,0.0,2.0,2.0,3.0,40.8405501,-73.888683,1.0,B2,28.0
QN,750000,1935.0,3700.0,1640.0,1640.0,0.0,1.0,1.0,2.0,40.7197678,-73.8726544,1.0,A1,90.0
BX,815000,1901.0,1980.0,3006.0,2004.0,0.0,3.0,3.0,2.0,40.8343241,-73.8964954,2.0,C0,124.0
QN,2325000,1940.0,1800.0,1224.0,1224.0,0.0,1.0,1.0,2.0,40.7249839,-73.8761873,1.0,A5,85.0
BX,1750000,1906.0,3000.0,3936.0,3936.0,0.0,3.0,3.0,3.0,40.8430544,-73.8928134,2.0,C0,119.0
BX,980000,1997.0,2950.0,4160.0,4160.0,0.0,10.0,10.0,3.0,40.8399549,-73.8891502,2.0,C1,28.0
BX,1100000,1998.0,2300.0,3174.0,3174.0,0.0,3.0,3.0,3.0,40.8338933,-73.890631,2.0,C0,27.0
QN,970000,1935.0,2000.0,1360.0,1360.0,0.0,2.0,2.0,2.0,40.7216272,-73.8712944,1.0,B3,90.0
BX,270000,2005.0,2083.0,3678.0,3678.0,0.0,3.0,3.0,3.0,40.8330178,-73.8878933,2.0,C0,20.0
QN,350000,1930.0,2000.0,2000.0,2000.0,0.0,2.0,2.0,2.5,40.7215113,-73.8706994,1.0,B1,95.0
QN,2300000,1930.0,3425.0,3863.0,1580.0,2283.0,2.0,4.0,3.0,40.7171129,-73.887861,4.0,O8,95.0
QN,2300000,2005.0,1270.0,2769.0,2769.0,0.0,3.0,3.0,3.0,40.7169372,-73.8877964,2.0,C0,20.0
QN,1200000,1940.0,564.0,1836.0,1224.0,0.0,1.0,1.0,2.0,40.7270734,-73.8718215,1.0,A5,85.0
QN,1325000,1930.0,2007.0,2356.0,1178.0,1178.0,2.0,3.0,2.0,40.7240955,-73.8695471,4.0,S2,95.0
BX,9300000,1925.0,14435.0,17281.0,0.0,17281.0,0.0,3.0,2.0,40.8340397,-73.894642,5.0,K2,100.0
BX,900000,1931.0,2500.0,4800.0,0.0,4800.0,0.0,2.0,2.0,40.8326256,-73.8909764,4.0,K4,94.0
BX,3143325,1931.0,10130.0,7675.0,0.0,7675.0,0.0,3.0,1.0,40.8335368,-73.8939382,10.0,G1,94.0
BK,6000000,1987.0,20000.0,20000.0,0.0,20000.0,0.0,1.0,1.0,40.7056504,-73.9287196,6.0,F4,38.0
BX,3650000,1931.0,11802.0,2112.0,0.0,2112.0,0.0,1.0,1.0,40.8361497,-73.8825757,10.0,G1,94.0
BX,3900000,1959.0,10906.0,22371.0,0.0,22371.0,0.0,1.0,2.0,40.8343534,-73.8840135,6.0,E9,66.0
BX,4150000,1931.0,9280.0,7518.0,0.0,7518.0,0.0,1.0,1.0,40.8359795,-73.8824965,6.0,E9,94.0
BX,7900000,1971.0,20000.0,36900.0,0.0,36900.0,0.0,1.0,3.0,40.8357927,-73.8878814,8.0,P3,54.0
BX,705000,1901.0,2500.0,1656.0,1656.0,0.0,1.0,1.0,2.0,40.8432952,-73.8890723,1.0,A1,124.0
BX,1037500,1901.0,3619.0,1248.0,1248.0,0.0,1.0,1.0,2.0,40.8402379,-73.8838334,1.0,A1,124.0
BX,1500000,1985.0,8755.0,4639.0,4639.0,0.0,3.0,3.0,2.0,40.8514926,-73.8908371,2.0,C0,40.0
BX,380250,1901.0,2186.0,1352.0,1352.0,0.0,1.0,1.0,2.0,40.8500432,-73.8906587,1.0,A5,124.0
BX,615000,1901.0,1955.0,1200.0,1200.0,0.0,1.0,1.0,2.0,40.8506702,-73.8891179,1.0,A5,124.0
BX,650000,1985.0,2905.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.8484699,-73.884401,1.0,A5,40.0
BX,650000,1985.0,2905.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.8481929,-73.8846364,1.0,A5,40.0
BX,564200,1985.0,2905.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.8484232,-73.8844408,1.0,A5,40.0
BX,677000,1985.0,2905.0,1320.0,1320.0,0.0,1.0,1.0,2.0,40.8482395,-73.8845966,1.0,A5,40.0
BX,750000,1985.0,3002.0,1364.0,1364.0,0.0,1.0,1.0,2.0,40.8481463,-73.8846762,1.0,A5,40.0
QN,585000,1950.0,2300.0,2846.0,2070.0,0.0,2.0,2.0,2.0,40.7179988,-73.8871489,1.0,B1,75.0
BX,850000,1901.0,2500.0,1568.0,1568.0,0.0,2.0,2.0,2.0,40.8434867,-73.8884793,1.0,B3,124.0
BX,1237500,1901.0,3619.0,2624.0,2624.0,0.0,2.0,2.0,2.0,40.840301,-73.8837972,1.0,B2,124.0
BX,710000,1920.0,1493.0,1896.0,1264.0,0.0,2.0,2.0,2.0,40.8473913,-73.893092,1.0,B2,105.0
BX,150000,1931.0,1867.0,1800.0,1800.0,0.0,2.0,2.0,2.0,40.8463657,-73.8911021,1.0,B2,94.0
BX,1700000,1935.0,5025.0,2916.0,2916.0,0.0,2.0,2.0,2.0,40.8472213,-73.8903091,1.0,B2,90.0
BX,625000,1920.0,2500.0,1720.0,1720.0,0.0,2.0,2.0,2.0,40.8474379,-73.8900811,1.0,B2,105.0
BX,850000,1920.0,2274.0,2080.0,2080.0,0.0,2.0,2.0,2.0,40.8477807,-73.8897805,1.0,B2,105.0
BX,850000,1920.0,3125.0,2162.0,2162.0,0.0,2.0,2.0,2.0,40.8479643,-73.8894151,1.0,B2,105.0
BX,675000,1901.0,1426.0,1856.0,1856.0,0.0,2.0,2.0,2.0,40.8502067,-73.8894114,1.0,B2,124.0
BX,930000,1901.0,1515.0,1908.0,1908.0,0.0,2.0,2.0,2.0,40.850124,-73.8891079,1.0,B2,124.0
BX,725000,1920.0,2500.0,2192.0,2192.0,0.0,2.0,2.0,2.0,40.8457928,-73.8890103,1.0,B2,105.0
BX,600000,1920.0,2500.0,2192.0,2192.0,0.0,2.0,2.0,2.0,40.8458504,-73.8889596,1.0,B2,105.0
BX,675000,1920.0,3000.0,1688.0,1688.0,0.0,2.0,2.0,2.0,40.8473077,-73.8887729,1.0,B3,105.0
BX,1110000,1920.0,2500.0,3118.0,3118.0,0.0,10.0,10.0,2.0,40.8466107,-73.8889837,2.0,C1,105.0
BX,800000,1910.0,3302.0,1916.0,1916.0,0.0,2.0,2.0,2.0,40.8483837,-73.8860493,1.0,B2,115.0
BX,490000,1910.0,2383.0,1682.0,1682.0,0.0,2.0,2.0,2.0,40.8490726,-73.8861132,1.0,B2,115.0
BX,690000,1905.0,1518.0,2060.0,2060.0,0.0,2.0,2.0,2.0,40.8487693,-73.8874258,1.0,B1,120.0
QN,950000,1931.0,1943.0,1340.0,1340.0,0.0,2.0,2.0,2.0,40.7264689,-73.8687776,1.0,B3,94.0
BX,1265000,1925.0,4218.0,2368.0,2368.0,0.0,2.0,2.0,2.0,40.8444724,-73.8832911,1.0,B2,100.0
BX,226806,1992.0,1889.0,2205.0,2205.0,0.0,2.0,2.0,3.0,40.8424529,-73.8811261,1.0,B2,33.0
BX,549855,1992.0,2401.0,2205.0,2205.0,0.0,2.0,2.0,3.0,40.8419312,-73.8809861,1.0,B2,33.0
BX,830000,1901.0,2500.0,3304.0,2192.0,0.0,3.0,3.0,2.0,40.8429954,-73.8884656,2.0,C0,124.0
BX,865000,2006.0,1950.0,3141.0,3141.0,0.0,3.0,3.0,3.0,40.8425434,-73.8865762,2.0,C0,19.0
BX,550000,2002.0,1969.0,3540.0,3540.0,0.0,3.0,3.0,3.0,40.8503627,-73.8889412,2.0,C0,23.0
BX,950000,1901.0,2154.0,2850.0,1900.0,0.0,3.0,3.0,2.0,40.8501789,-73.8890717,2.0,C0,124.0
BX,950000,2001.0,1665.0,3045.0,3045.0,0.0,3.0,3.0,3.0,40.8502645,-73.8868233,2.0,C0,24.0
BX,954500,2001.0,1348.0,2931.0,2931.0,0.0,3.0,3.0,3.0,40.8502343,-73.8867619,2.0,C0,24.0
BX,998000,2002.0,1718.0,2025.0,2025.0,0.0,3.0,3.0,3.0,40.848288,-73.8864507,2.0,C0,23.0
BX,430000,1995.0,2844.0,2469.0,2469.0,0.0,3.0,3.0,3.0,40.8442047,-73.8872745,2.0,C0,30.0
QN,1150000,1920.0,2433.0,1776.0,1776.0,0.0,1.0,1.0,2.75,40.7304719,-73.8673698,1.0,A1,105.0
SI,950000,2009.0,1981.0,3350.0,2233.0,1117.0,1.0,2.0,3.0,40.5923863,-74.0677893,4.0,S1,16.0
BX,4050000,1911.0,9821.0,22000.0,22000.0,0.0,25.0,25.0,5.0,40.8497274,-73.890493,2.0,C1,114.0
BX,4050000,1911.0,9750.0,22000.0,22000.0,0.0,27.0,27.0,5.0,40.8495985,-73.8905655,2.0,C1,114.0
BX,955000,1910.0,3484.0,4000.0,4000.0,0.0,4.0,4.0,2.0,40.8478967,-73.8848863,2.0,C3,115.0
BX,1600000,1911.0,2993.0,12659.0,12659.0,0.0,10.0,10.0,5.0,40.845097,-73.8820395,2.0,C1,114.0
BX,883742,1931.0,5130.0,27550.0,27550.0,0.0,28.0,28.0,5.0,40.8389077,-73.8820757,2.0,C6,94.0
BX,180000,1925.0,10000.0,46800.0,46800.0,0.0,49.0,49.0,6.0,40.846983,-73.8937324,2.0,C6,100.0
BX,165000,1927.0,4850.0,24100.0,24100.0,0.0,25.0,25.0,6.0,40.84586,-73.8903728,2.0,C6,98.0
BX,50000,1916.0,7500.0,30000.0,30000.0,0.0,35.0,35.0,5.0,40.8468171,-73.8895797,2.0,C6,109.0
BX,883742,1931.0,4633.0,21150.0,16775.0,4375.0,22.0,26.0,5.0,40.8434436,-73.8865023,2.0,C6,94.0
BK,210000,1900.0,38700.0,140000.0,0.0,140000.0,14.0,41.0,5.0,40.7011919,-73.9415925,5.0,K2,125.0
BX,185000,1992.0,39020.0,23760.0,23760.0,0.0,24.0,24.0,2.0,40.8416548,-73.8817745,2.0,C6,33.0
BX,212500,1992.0,39020.0,23760.0,23760.0,0.0,24.0,24.0,2.0,40.8416548,-73.8817745,2.0,C6,33.0
BX,120000,1931.0,5000.0,25176.0,25176.0,0.0,30.0,30.0,6.0,40.847138,-73.8893081,3.0,D4,94.0
BX,500000,1931.0,5010.0,4998.0,0.0,4998.0,0.0,1.0,1.0,40.8480528,-73.8930945,5.0,K1,94.0
BX,3900000,1970.0,9090.0,12808.0,0.0,12808.0,0.0,2.0,1.0,40.8416918,-73.8830213,5.0,K1,55.0
BK,4900000,2003.0,2190.0,3150.0,3150.0,0.0,3.0,3.0,3.0,40.6749344,-73.8826649,2.0,C0,22.0
BX,2350000,1916.0,7500.0,4188.0,4188.0,0.0,1.0,1.0,2.0,40.8925103,-73.9011213,1.0,A3,109.0
BX,1700000,1921.0,8600.0,3204.0,3204.0,0.0,1.0,1.0,2.5,40.8917418,-73.9011586,1.0,A3,104.0
BX,1700000,1935.0,10311.0,2635.0,1855.0,0.0,1.0,1.0,2.5,40.8931594,-73.9027371,1.0,A3,90.0
BX,2000000,1930.0,10118.0,3936.0,3936.0,0.0,1.0,1.0,2.0,40.892878,-73.9076746,1.0,A3,95.0
BX,1100000,1930.0,6242.0,2050.0,2050.0,0.0,1.0,1.0,2.0,40.8933584,-73.9077643,1.0,A3,95.0
BX,1800000,1935.0,5811.0,2670.0,2103.0,0.0,1.0,1.0,2.5,40.8951189,-73.8992835,1.0,A1,90.0
BX,2725000,1931.0,10592.0,3698.0,3698.0,0.0,1.0,1.0,2.5,40.8968381,-73.9004891,1.0,A3,94.0
BX,2800000,1959.0,8773.0,4324.0,3331.0,0.0,1.0,1.0,2.0,40.8952943,-73.9054286,1.0,A3,66.0
BX,1975000,1927.0,20541.0,3156.0,3156.0,0.0,1.0,1.0,2.5,40.8967677,-73.9048695,1.0,A3,98.0
BX,3003838,2024.0,7875.0,3322.0,3322.0,0.0,1.0,1.0,2.5,40.895827,-73.9057462,1.0,A1,1.0
BX,2800000,1951.0,8369.0,3306.0,3306.0,0.0,1.0,1.0,2.75,40.8956762,-73.9058585,1.0,A3,74.0
BX,2500000,1978.0,6864.0,3750.0,2956.0,0.0,1.0,1.0,2.0,40.8943543,-73.9072421,1.0,A3,47.0
BX,1070000,1940.0,3060.0,1480.0,1480.0,0.0,1.0,1.0,2.0,40.8971359,-73.8989007,1.0,A5,85.0
BX,1200000,1940.0,2000.0,1480.0,1480.0,0.0,1.0,1.0,2.0,40.8970151,-73.8988394,1.0,A5,85.0
BX,1100000,1920.0,4575.0,2905.0,2080.0,0.0,1.0,1.0,2.0,40.8964584,-73.8993394,1.0,A3,105.0
BX,4150000,2015.0,34767.0,8527.0,8527.0,0.0,1.0,1.0,2.0,40.8978196,-73.9024264,1.0,A7,10.0
BX,3000000,2015.0,27187.0,8986.0,8986.0,0.0,1.0,1.0,2.5,40.8983738,-73.9020603,1.0,A7,10.0
BX,6500000,2005.0,25150.0,10800.0,10800.0,0.0,1.0,1.0,3.0,40.8978928,-73.9045641,1.0,A7,20.0
BX,1175000,1920.0,2554.0,3491.0,2822.0,0.0,2.0,2.0,2.0,40.8962457,-73.8978495,1.0,B1,105.0
BX,600000,1965.0,2600.0,2367.0,1722.0,0.0,2.0,2.0,2.0,40.8975854,-73.8981042,1.0,B1,60.0
BX,820000,1965.0,2892.0,2586.0,1846.0,0.0,2.0,2.0,2.0,40.8980326,-73.8979082,1.0,B1,60.0
BX,155000,1958.0,26600.0,32400.0,32400.0,0.0,42.0,42.0,3.0,40.8988804,-73.8975777,2.0,C6,67.0
BX,225000,1931.0,11775.0,59000.0,59000.0,0.0,49.0,49.0,6.0,40.8913942,-73.8990288,3.0,D4,94.0
BX,260000,1931.0,11775.0,59000.0,59000.0,0.0,49.0,49.0,6.0,40.8913942,-73.8990288,3.0,D4,94.0
BX,270000,1931.0,11775.0,59000.0,59000.0,0.0,49.0,49.0,6.0,40.8913942,-73.8990288,3.0,D4,94.0
BX,377000,1940.0,16325.0,62088.0,62088.0,0.0,68.0,68.0,7.0,40.8921565,-73.898297,3.0,D4,85.0
BX,425000,1940.0,16325.0,62088.0,62088.0,0.0,68.0,68.0,7.0,40.8921565,-73.898297,3.0,D4,85.0
BX,270000,1940.0,16325.0,62088.0,62088.0,0.0,68.0,68.0,7.0,40.8921565,-73.898297,3.0,D4,85.0
BX,380000,1940.0,16325.0,62088.0,62088.0,0.0,68.0,68.0,7.0,40.8921565,-73.898297,3.0,D4,85.0
BX,210000,1965.0,41025.0,85523.0,85523.0,0.0,76.0,76.0,6.0,40.8961998,-73.8987068,3.0,D4,60.0
BX,168000,1964.0,26200.0,57414.0,57414.0,0.0,68.0,68.0,6.0,40.8982886,-73.8987868,3.0,D4,61.0
BX,610000,1901.0,2502.0,2036.0,2036.0,0.0,1.0,1.0,2.0,40.8521713,-73.9008161,1.0,A1,124.0
BX,650000,1901.0,1713.0,1920.0,1920.0,0.0,1.0,1.0,3.0,40.8665578,-73.896344,1.0,A9,124.0
BX,2900000,1901.0,5408.0,2961.0,2961.0,0.0,1.0,1.0,2.75,40.866305,-73.896001,1.0,A1,124.0
BX,1500000,1901.0,1400.0,1564.0,1564.0,0.0,1.0,1.0,2.0,40.8618347,-73.9000823,1.0,A5,124.0
QN,1500000,1935.0,2000.0,1520.0,1520.0,0.0,1.0,1.0,2.0,40.7168828,-73.8561057,1.0,A5,90.0
BX,514216,1901.0,1645.0,2024.0,2024.0,0.0,2.0,2.0,2.0,40.8531005,-73.8994412,1.0,B2,124.0
QN,225000,1931.0,2000.0,1780.0,1400.0,0.0,1.0,1.0,2.0,40.7167513,-73.8608425,1.0,A5,94.0
QN,900000,1931.0,2000.0,1780.0,1400.0,0.0,1.0,1.0,2.0,40.7167513,-73.8608425,1.0,A5,94.0
QN,810000,1940.0,2200.0,968.0,968.0,0.0,1.0,1.0,1.0,40.7210921,-73.8574242,1.0,A5,85.0
BX,880000,1901.0,2369.0,2160.0,2160.0,0.0,2.0,2.0,2.5,40.8532556,-73.901035,1.0,B3,124.0
BX,430443,1901.0,1425.0,1406.0,1406.0,0.0,2.0,2.0,2.0,40.8556494,-73.9047693,1.0,B3,124.0
BX,565000,1915.0,1727.0,2300.0,2300.0,0.0,2.0,2.0,2.5,40.8605518,-73.9019171,1.0,B2,110.0
SI,1500000,1950.0,5000.0,1144.0,1144.0,0.0,1.0,1.0,1.0,40.5948419,-74.0738879,1.0,A2,75.0
BX,700000,1901.0,1953.0,2862.0,2862.0,0.0,3.0,3.0,3.0,40.8532359,-73.9004422,2.0,C0,124.0
BX,1400000,1901.0,1975.0,2862.0,2862.0,0.0,3.0,3.0,3.0,40.8532825,-73.9004205,2.0,C0,124.0
BX,750000,1901.0,1975.0,2862.0,2862.0,0.0,3.0,3.0,3.0,40.8532825,-73.9004205,2.0,C0,124.0
BX,700000,1901.0,2200.0,3154.0,2365.0,0.0,3.0,3.0,3.0,40.8582016,-73.9010277,2.0,C0,124.0
BX,875000,1901.0,2200.0,3154.0,2365.0,0.0,3.0,3.0,3.0,40.8582016,-73.9010277,2.0,C0,124.0
BX,830000,1915.0,1883.0,2858.0,2858.0,0.0,3.0,3.0,2.0,40.863802,-73.8932391,2.0,C0,110.0
BX,770000,1915.0,1708.0,3147.0,2098.0,0.0,3.0,3.0,2.0,40.8640956,-73.8930651,2.0,C0,110.0
QN,40000,1935.0,3600.0,1725.0,1725.0,0.0,2.0,2.0,1.75,40.7208107,-73.8677281,1.0,B1,90.0
QN,100000,1931.0,2000.0,1780.0,1400.0,0.0,1.0,1.0,2.0,40.716776,-73.8607775,1.0,A5,94.0
BK,3800000,1899.0,2500.0,3702.0,3702.0,0.0,3.0,3.0,3.0,40.7014431,-73.9294238,2.0,C0,126.0
BX,5780970,1942.0,14500.0,64963.0,64963.0,0.0,66.0,66.0,6.0,40.8523534,-73.9019003,3.0,D1,83.0
BX,3350000,1928.0,10316.0,36000.0,36000.0,0.0,41.0,41.0,6.0,40.8555742,-73.9002218,3.0,D1,97.0
BX,85000,1913.0,7558.0,22202.0,19077.0,3125.0,26.0,30.0,5.0,40.8538391,-73.8997111,2.0,C6,112.0
BK,280000,1932.0,2500.0,1250.0,1250.0,0.0,1.0,1.0,2.0,40.7010779,-73.9290816,1.0,A9,93.0
BK,210000,1932.0,2500.0,1250.0,1250.0,0.0,1.0,1.0,2.0,40.7010779,-73.9290816,1.0,A9,93.0
BK,207000,1932.0,2500.0,1250.0,1250.0,0.0,1.0,1.0,2.0,40.7010779,-73.9290816,1.0,A9,93.0
BK,173000,1932.0,2500.0,1250.0,1250.0,0.0,1.0,1.0,2.0,40.7010779,-73.9290816,1.0,A9,93.0
BK,300000,1932.0,2500.0,1250.0,1250.0,0.0,1.0,1.0,2.0,40.7010779,-73.9290816,1.0,A9,93.0
BK,4925012,2021.0,1600.0,3199.0,3199.0,0.0,2.0,2.0,4.0,40.7092345,-73.9482114,1.0,B1,4.0
BK,7991420,2004.0,2000.0,3280.0,2460.0,0.0,2.0,2.0,3.0,40.7024296,-73.9312657,1.0,B1,21.0
BK,24000,1931.0,2500.0,4750.0,4750.0,0.0,6.0,6.0,2.0,40.6998158,-73.9298547,2.0,C2,94.0
BK,4925012,1920.0,1600.0,2100.0,2100.0,0.0,5.0,5.0,3.0,40.7092427,-73.9481428,2.0,C2,105.0
BX,3100000,1993.0,4678.0,4500.0,0.0,4500.0,0.0,1.0,1.0,40.8606673,-73.8928718,5.0,K1,32.0
BX,3100000,1984.0,5600.0,5000.0,0.0,5000.0,0.0,1.0,1.0,40.8605741,-73.8930093,5.0,K1,41.0
BK,3375000,1931.0,1822.0,3744.0,2496.0,1248.0,4.0,6.0,3.0,40.6983962,-73.9335671,4.0,S9,94.0
BX,7075000,1955.0,8900.0,14662.0,0.0,14662.0,0.0,2.0,1.0,40.8626513,-73.8984976,5.0,K1,70.0
BK,4700000,1931.0,2375.0,3050.0,1125.0,1925.0,1.0,2.0,2.0,40.7037001,-73.9307234,4.0,K4,94.0
BK,4700000,1931.0,1725.0,3250.0,1625.0,1625.0,2.0,4.0,2.0,40.7037961,-73.9305718,4.0,S9,94.0
BK,4700000,2016.0,4118.0,4103.0,0.0,4103.0,0.0,1.0,1.0,40.703903,-73.9304022,5.0,K1,9.0
QN,9450000,1979.0,1899.0,3520.0,3520.0,0.0,5.0,5.0,3.0,40.7249705,-73.8574304,2.0,C2,46.0
BX,1240000,1901.0,3019.0,2772.0,2772.0,0.0,1.0,1.0,2.75,40.8326873,-73.9276223,1.0,A1,124.0
